region	chr	midPos	Nsites
(5,127)(75568,75826)(50000,100000)	JASDQU010309940.1	75000	124	0.135337
(714,807)(75903,76018)(50000,100000)	JASDQU010310023.1	75000	95	-0.017125
(3094,4190)(80984,85664)(50000,100000)	JASDQU010310042.1	75000	1098	0.052970
(780,4790)(60507,69723)(50000,100000)	JASDQU010310052.1	75000	4012	0.238872
(267,666)(50014,50526)(50000,100000)	JASDQU010310073.1	75000	401	0.401236
(521,3380)(85533,88417)(50000,100000)	JASDQU010310102.1	75000	2861	0.327056
(43,411)(50000,82111)(50000,100000)	JASDQU010310129.1	75000	370	0.022996
(474,1151)(59599,69622)(50000,100000)	JASDQU010310132.1	75000	679	0.159838
(309,929)(67419,68715)(50000,100000)	JASDQU010310239.1	75000	622	0.490741
(16,77)(87733,87798)(50000,100000)	JASDQU010310258.1	75000	63	0.161904
(447,3756)(57874,83406)(50000,100000)	JASDQU010310304.1	75000	3311	0.383591
(545,812)(107906,149653)(100000,150000)	JASDQU010310354.1	125000	269	0.027178
(551,1300)(220855,237072)(200000,250000)	JASDQU010316942.1	225000	751	0.089962
(696,879)(101973,102161)(100000,150000)	JASDQU010348489.1	125000	185	0.014727
(541,606)(105639,105724)(100000,150000)	JASDQU010349105.1	125000	67	0.060732
(721,1212)(72006,72501)(50000,100000)	JASDQU010370375.1	75000	493	0.540533
(265,1168)(75184,89044)(50000,100000)	JASDQU010370404.1	75000	905	0.642333
(121,1737)(141338,144253)(100000,150000)	JASDQU010370413.1	125000	1618	0.120980
(923,1095)(72623,72824)(50000,100000)	JASDQU010370505.1	75000	174	0.078311
(673,801)(52057,52190)(50000,100000)	JASDQU010370527.1	75000	130	0.279583
(581,1118)(58648,59195)(50000,100000)	JASDQU010370535.1	75000	539	0.150515
(483,760)(68331,68884)(50000,100000)	JASDQU010370646.1	75000	279	0.266809
(2126,3344)(103986,129350)(100000,150000)	JASDQU010370654.1	125000	1220	0.306334
(1939,2303)(95936,96385)(50000,100000)	JASDQU010370706.1	75000	366	0.046294
(536,1956)(54779,56286)(50000,100000)	JASDQU010370725.1	75000	1422	0.064325
(3838,4694)(83828,84692)(50000,100000)	JASDQU010370756.1	75000	858	0.074931
(1188,1215)(108645,108678)(100000,150000)	JASDQU010370802.1	125000	29	0.064567
(344,1604)(163720,166135)(150000,200000)	JASDQU010370813.1	175000	1262	0.106946
(1753,2789)(103634,104695)(100000,150000)	JASDQU010370822.1	125000	1038	0.570341
(134,187)(167677,173534)(150000,200000)	JASDQU010370921.1	175000	55	0.102952
(1341,3545)(100792,103003)(100000,150000)	JASDQU010370933.1	125000	2206	0.523876
(2874,3797)(138139,139798)(100000,150000)	JASDQU010370935.1	125000	925	0.591423
(134,389)(113995,114382)(100000,150000)	JASDQU010370980.1	125000	257	0.413663
(1282,1592)(100000,124169)(100000,150000)	JASDQU010371001.1	125000	312	0.066445
(936,1440)(64682,71321)(50000,100000)	JASDQU010371006.1	75000	506	0.089248
(1143,1583)(60752,61300)(50000,100000)	JASDQU010371026.1	75000	442	0.549144
(371,570)(137842,138057)(100000,150000)	JASDQU010371056.1	125000	201	-0.002568
(305,1343)(100000,101041)(100000,150000)	JASDQU010371082.1	125000	1040	0.702300
(244,311)(73085,73331)(50000,100000)	JASDQU010371093.1	75000	69	0.215507
(309,444)(217875,218158)(200000,250000)	JASDQU010371102.1	225000	137	0.032855
(445,871)(296521,297217)(250000,300000)	JASDQU010371102.1	275000	428	0.074078
(489,616)(209651,209779)(200000,250000)	JASDQU010371135.1	225000	129	0.210928
(2551,2662)(84522,84644)(50000,100000)	JASDQU010371186.1	75000	113	0.059442
(1573,4158)(84149,88366)(50000,100000)	JASDQU010371234.1	75000	2587	0.606292
(117,1230)(61723,88137)(50000,100000)	JASDQU010371250.1	75000	1115	0.170084
(5722,7189)(105613,146072)(100000,150000)	JASDQU010371290.1	125000	1469	0.061165
(4307,5147)(122646,124113)(100000,150000)	JASDQU010371342.1	125000	842	0.381950
(422,1780)(50000,51380)(50000,100000)	JASDQU010371403.1	75000	1360	0.171972
(1184,2265)(187378,189039)(150000,200000)	JASDQU010371413.1	175000	1083	0.066119
(2266,2551)(226506,227251)(200000,250000)	JASDQU010371413.1	225000	287	0.023641
(1138,1675)(90066,90618)(50000,100000)	JASDQU010371458.1	75000	539	0.421908
(4613,4995)(179864,180276)(150000,200000)	JASDQU010371470.1	175000	384	0.044374
(1332,1435)(55514,55618)(50000,100000)	JASDQU010371506.1	75000	105	0.074966
(2030,3099)(227675,246625)(200000,250000)	JASDQU010371547.1	225000	1071	0.230359
(89,668)(90460,91046)(50000,100000)	JASDQU010371555.1	75000	581	0.355620
(589,1083)(50000,50509)(50000,100000)	JASDQU010371569.1	75000	496	0.409266
(40,352)(73301,73614)(50000,100000)	JASDQU010371656.1	75000	314	0.057285
(26,2492)(80371,82917)(50000,100000)	JASDQU010371738.1	75000	2468	0.496974
(6,308)(53845,54354)(50000,100000)	JASDQU010371758.1	75000	304	0.154468
(458,1071)(154465,170944)(150000,200000)	JASDQU010371827.1	175000	615	0.054187
(570,1161)(100000,100596)(100000,150000)	JASDQU010371854.1	125000	593	0.386993
(855,886)(150069,150107)(150000,200000)	JASDQU010371896.1	175000	33	0.031545
(1999,2497)(131932,132436)(100000,150000)	JASDQU010371901.1	125000	500	0.092346
(816,1485)(50000,50669)(50000,100000)	JASDQU010371921.1	75000	671	0.204472
(2329,4458)(50875,54563)(50000,100000)	JASDQU010371939.1	75000	2131	0.416889
(336,448)(56342,56455)(50000,100000)	JASDQU010371947.1	75000	114	0.397616
(2765,2997)(58091,58369)(50000,100000)	JASDQU010371983.1	75000	234	0.125508
(242,3579)(55171,93299)(50000,100000)	JASDQU010371984.1	75000	3339	0.337229
(2766,2863)(110189,110298)(100000,150000)	JASDQU010371987.1	125000	99	0.029726
(2381,2810)(64297,65846)(50000,100000)	JASDQU010372249.1	75000	431	0.083569
(1930,3250)(292724,296664)(250000,300000)	JASDQU010372303.1	275000	1322	0.407628
(513,819)(58398,58861)(50000,100000)	JASDQU010372309.1	75000	308	0.109221
(1597,7607)(59883,88566)(50000,100000)	JASDQU010372315.1	75000	6012	0.041148
(1640,2187)(73572,92968)(50000,100000)	JASDQU010372496.1	75000	549	0.037157
(1012,1804)(67146,67945)(50000,100000)	JASDQU010372514.1	75000	794	0.020062
(578,950)(50000,50407)(50000,100000)	JASDQU010372519.1	75000	374	0.207537
(308,1129)(119486,120312)(100000,150000)	JASDQU010372542.1	125000	823	0.158997
(3652,3656)(50001,50006)(50000,100000)	JASDQU010372552.1	75000	6	0.032399
(160,279)(70980,71117)(50000,100000)	JASDQU010372585.1	75000	121	0.095857
(6773,8675)(54611,58585)(50000,100000)	JASDQU010372589.1	75000	1904	0.080364
(135,697)(50965,51540)(50000,100000)	JASDQU010372600.1	75000	564	0.155148
(211,613)(50000,50419)(50000,100000)	JASDQU010372607.1	75000	404	0.138014
(70,421)(166217,166572)(150000,200000)	JASDQU010372665.1	175000	353	0.041789
(835,842)(91104,91122)(50000,100000)	JASDQU010372672.1	75000	9	0.030054
(367,664)(57363,57682)(50000,100000)	JASDQU010372692.1	75000	299	0.018427
(403,965)(69663,79091)(50000,100000)	JASDQU010372694.1	75000	564	0.452029
(70,3316)(56798,99292)(50000,100000)	JASDQU010372703.1	75000	3248	0.019028
(492,1386)(56838,57744)(50000,100000)	JASDQU010372736.1	75000	896	0.286219
(69,990)(75764,99473)(50000,100000)	JASDQU010372901.1	75000	923	0.094356
(552,849)(50000,50303)(50000,100000)	JASDQU010372911.1	75000	299	0.229723
(569,1919)(159228,161010)(150000,200000)	JASDQU010373008.1	175000	1352	0.045322
(1071,1482)(76543,77088)(50000,100000)	JASDQU010373059.1	75000	413	0.366748
(2038,2627)(76858,77448)(50000,100000)	JASDQU010373149.1	75000	591	0.256388
(280,1977)(63003,64723)(50000,100000)	JASDQU010373190.1	75000	1699	0.232870
(847,1551)(111671,112419)(100000,150000)	JASDQU010373250.1	125000	706	0.317381
(499,1910)(68296,73789)(50000,100000)	JASDQU010373309.1	75000	1413	0.313529
(12,325)(105544,105857)(100000,150000)	JASDQU010373323.1	125000	315	0.056082
(534,1226)(52684,53378)(50000,100000)	JASDQU010373347.1	75000	694	0.008985
(498,1338)(73867,74769)(50000,100000)	JASDQU010373354.1	75000	842	0.113511
(1299,1355)(190844,190914)(150000,200000)	JASDQU010373470.1	175000	58	0.003882
(57,2667)(115259,118005)(100000,150000)	JASDQU010373507.1	125000	2612	0.470682
(111,688)(78694,79283)(50000,100000)	JASDQU010373519.1	75000	579	0.060536
(687,814)(103190,103586)(100000,150000)	JASDQU010373554.1	125000	129	0.052476
(186,602)(152860,153395)(150000,200000)	JASDQU010373600.1	175000	418	0.280418
(2531,2804)(59101,59374)(50000,100000)	JASDQU010373610.1	75000	275	0.062489
(2541,2685)(100163,100315)(100000,150000)	JASDQU010373622.1	125000	146	0.004307
(2256,2900)(56400,57048)(50000,100000)	JASDQU010373634.1	75000	646	0.235904
(2844,5359)(100000,102562)(100000,150000)	JASDQU010373648.1	125000	2517	0.287841
(212,445)(59590,59850)(50000,100000)	JASDQU010373766.1	75000	235	0.031050
(775,2033)(115844,117149)(100000,150000)	JASDQU010373812.1	125000	1260	0.328066
(759,2863)(70537,86105)(50000,100000)	JASDQU010373815.1	75000	2106	0.098564
(3347,3435)(200000,200094)(200000,250000)	JASDQU010373823.1	225000	90	0.120820
(962,1223)(51175,61219)(50000,100000)	JASDQU010373846.1	75000	263	0.186437
(1597,5786)(76873,81502)(50000,100000)	JASDQU010373855.1	75000	4191	0.238866
(1113,4566)(108601,112834)(100000,150000)	JASDQU010373866.1	125000	3455	0.081393
(1615,1816)(57419,57627)(50000,100000)	JASDQU010373885.1	75000	203	0.086068
(597,1868)(93097,94508)(50000,100000)	JASDQU010373940.1	75000	1273	0.221571
(1039,1045)(66440,66447)(50000,100000)	JASDQU010373984.1	75000	8	0.036473
(546,1196)(140189,142479)(100000,150000)	JASDQU010374023.1	125000	652	0.095768
(1038,1181)(235944,236116)(200000,250000)	JASDQU010374068.1	225000	145	0.048982
(1022,2305)(59050,94516)(50000,100000)	JASDQU010374218.1	75000	1285	0.355949
(1058,1387)(130380,130808)(100000,150000)	JASDQU010374301.1	125000	331	0.220688
(145,2846)(50000,82980)(50000,100000)	JASDQU010374314.1	75000	2703	0.006157
(2847,4023)(293959,295135)(250000,300000)	JASDQU010374314.1	275000	1178	0.452256
(4024,5221)(437589,438868)(400000,450000)	JASDQU010374314.1	425000	1199	0.100659
(5222,5286)(481514,481589)(450000,500000)	JASDQU010374314.1	475000	66	0.039991
(469,566)(204422,204576)(200000,250000)	JASDQU010374328.1	225000	99	0.026758
(1245,2285)(118635,119693)(100000,150000)	JASDQU010374367.1	125000	1042	0.287777
(293,840)(65217,66096)(50000,100000)	JASDQU010374449.1	75000	549	0.043085
(642,3012)(61636,65734)(50000,100000)	JASDQU010374455.1	75000	2372	0.269399
(3013,3253)(105543,105810)(100000,150000)	JASDQU010374455.1	125000	242	0.000249
(1049,1171)(89228,89365)(50000,100000)	JASDQU010374456.1	75000	124	0.276555
(2861,3182)(50000,50322)(50000,100000)	JASDQU010374524.1	75000	323	0.341787
(648,1312)(190168,190853)(150000,200000)	JASDQU010374534.1	175000	666	0.207013
(1290,1328)(61855,61905)(50000,100000)	JASDQU010374568.1	75000	40	0.017567
(71,618)(52843,53416)(50000,100000)	JASDQU010374588.1	75000	549	0.036810
(2156,2798)(61999,62658)(50000,100000)	JASDQU010374655.1	75000	644	0.025461
(1009,1799)(56431,57232)(50000,100000)	JASDQU010374685.1	75000	792	0.061286
(237,375)(59572,59710)(50000,100000)	JASDQU010374763.1	75000	140	0.024836
(2557,4105)(56965,63514)(50000,100000)	JASDQU010374785.1	75000	1550	0.372402
(762,1373)(124098,124804)(100000,150000)	JASDQU010374801.1	125000	613	0.054774
(885,5585)(75000,81726)(50000,100000)	JASDQU010374859.1	75000	4702	0.072729
(427,1116)(56398,57264)(50000,100000)	JASDQU010374943.1	75000	691	0.174968
(141,511)(69595,69974)(50000,100000)	JASDQU010374962.1	75000	372	0.194628
(2301,2585)(51093,51381)(50000,100000)	JASDQU010374969.1	75000	286	0.051257
(160,2045)(96150,99712)(50000,100000)	JASDQU010375012.1	75000	1887	0.299653
(402,766)(155950,156319)(150000,200000)	JASDQU010375032.1	175000	366	0.342317
(1280,1622)(50000,62558)(50000,100000)	JASDQU010375089.1	75000	344	0.295840
(1150,1849)(99296,99999)(50000,100000)	JASDQU010375131.1	75000	701	0.100522
(499,2183)(61574,69562)(50000,100000)	JASDQU010375194.1	75000	1686	0.139447
(1745,3910)(62992,66574)(50000,100000)	JASDQU010375205.1	75000	2167	0.511587
(420,1071)(84446,92320)(50000,100000)	JASDQU010375325.1	75000	653	0.655713
(2162,2457)(155297,195553)(150000,200000)	JASDQU010375343.1	175000	297	0.041542
(672,6472)(225421,234732)(200000,250000)	JASDQU010378698.1	225000	5802	0.355915
(515,1010)(229264,230183)(200000,250000)	JASDQU010380194.1	225000	497	0.031320
(282,1909)(59761,97147)(50000,100000)	JASDQU010400876.1	75000	1629	0.244984
(1910,1952)(300552,300603)(300000,350000)	JASDQU010400876.1	325000	44	0.562899
(415,481)(75771,75896)(50000,100000)	JASDQU010420347.1	75000	68	0.110339
(405,781)(111280,111717)(100000,150000)	JASDQU010421640.1	125000	378	0.146377
(279,1990)(181666,183532)(150000,200000)	JASDQU010427175.1	175000	1713	0.499967
(1187,1386)(78125,78324)(50000,100000)	JASDQU010433123.1	75000	201	0.026920
(533,663)(63132,63300)(50000,100000)	JASDQU010435415.1	75000	132	0.086797
(381,5924)(50000,76189)(50000,100000)	JASDQU010435485.1	75000	5545	0.258207
(37,442)(90391,90811)(50000,100000)	JASDQU010435493.1	75000	407	0.226518
(434,2867)(60947,72772)(50000,100000)	JASDQU010435494.1	75000	2435	0.259365
(486,565)(66828,66918)(50000,100000)	JASDQU010435510.1	75000	81	0.000872
(661,822)(93513,93716)(50000,100000)	JASDQU010435512.1	75000	163	0.048988
(34,135)(105724,105827)(100000,150000)	JASDQU010435543.1	125000	103	0.430120
(28,931)(151368,152277)(150000,200000)	JASDQU010435573.1	175000	905	0.019901
(1375,2688)(97710,99290)(50000,100000)	JASDQU010435609.1	75000	1315	0.256828
(2689,3343)(100358,105207)(100000,150000)	JASDQU010435609.1	125000	656	0.185558
(959,1229)(51932,52212)(50000,100000)	JASDQU010435615.1	75000	272	0.040891
(791,1085)(122140,122448)(100000,150000)	JASDQU010435665.1	125000	296	0.131867
(1510,6516)(64845,99727)(50000,100000)	JASDQU010435862.1	75000	5008	0.323800
(1671,1708)(95432,95481)(50000,100000)	JASDQU010435869.1	75000	39	0.053139
(1709,2623)(177617,181779)(150000,200000)	JASDQU010435869.1	175000	916	0.351594
(67,239)(68597,81708)(50000,100000)	JASDQU010435899.1	75000	174	0.066144
(629,1289)(139114,148901)(100000,150000)	JASDQU010435912.1	125000	662	0.107372
(70,746)(66262,66938)(50000,100000)	JASDQU010435921.1	75000	678	0.080182
(1191,1306)(51107,51234)(50000,100000)	JASDQU010435946.1	75000	117	0.160192
(705,910)(56208,56464)(50000,100000)	JASDQU010435947.1	75000	207	0.549581
(2244,4102)(74817,76682)(50000,100000)	JASDQU010435957.1	75000	1860	0.401891
(1687,1816)(56628,56804)(50000,100000)	JASDQU010436003.1	75000	131	0.005659
(910,1971)(61868,76839)(50000,100000)	JASDQU010436031.1	75000	1063	0.294695
(18,843)(50000,50851)(50000,100000)	JASDQU010436047.1	75000	827	0.429473
(373,781)(80896,81317)(50000,100000)	JASDQU010436101.1	75000	410	0.270870
(374,430)(97673,97786)(50000,100000)	JASDQU010436145.1	75000	58	0.053016
(873,2347)(55252,57200)(50000,100000)	JASDQU010436156.1	75000	1476	0.293983
(572,822)(83033,83313)(50000,100000)	JASDQU010436217.1	75000	252	0.528197
(1196,1747)(81253,82027)(50000,100000)	JASDQU010436220.1	75000	553	0.083956
(59,436)(50775,51369)(50000,100000)	JASDQU010436278.1	75000	379	0.127867
(185,219)(63550,63598)(50000,100000)	JASDQU010436303.1	75000	36	0.041717
(2113,2241)(76294,76430)(50000,100000)	JASDQU010436393.1	75000	130	0.107544
(2904,2935)(108812,108844)(100000,150000)	JASDQU010436426.1	125000	33	0.079732
(1973,3702)(50097,55679)(50000,100000)	JASDQU010436427.1	75000	1731	0.187483
(754,1226)(102611,103104)(100000,150000)	JASDQU010436478.1	125000	474	0.050090
(217,1603)(50000,52312)(50000,100000)	JASDQU010436519.1	75000	1388	0.284756
(1203,2096)(65722,66632)(50000,100000)	JASDQU010436568.1	75000	895	0.356403
(1436,2279)(51902,55430)(50000,100000)	JASDQU010436639.1	75000	845	0.344134
(333,1598)(61086,73308)(50000,100000)	JASDQU010436667.1	75000	1267	0.138438
(774,934)(55921,56095)(50000,100000)	JASDQU010436766.1	75000	162	-0.003475
(1680,2542)(114626,115534)(100000,150000)	JASDQU010436925.1	125000	864	0.294058
(106,916)(59819,60641)(50000,100000)	JASDQU010436985.1	75000	812	0.221606
(579,770)(134343,134577)(100000,150000)	JASDQU010436991.1	125000	193	0.060596
(2254,2448)(97262,97471)(50000,100000)	JASDQU010437026.1	75000	196	0.224962
(2032,2521)(144494,145249)(100000,150000)	JASDQU010437049.1	125000	491	0.014188
(688,800)(74533,74666)(50000,100000)	JASDQU010437103.1	75000	114	0.066614
(900,1302)(53174,53580)(50000,100000)	JASDQU010437137.1	75000	404	0.283558
(78,1649)(80762,89966)(50000,100000)	JASDQU010437218.1	75000	1573	0.131573
(808,1315)(236016,236557)(200000,250000)	JASDQU010437260.1	225000	509	0.219998
(1074,2375)(63638,64944)(50000,100000)	JASDQU010437272.1	75000	1303	0.380829
(1189,2555)(235027,238140)(200000,250000)	JASDQU010437277.1	225000	1368	0.065398
(6341,7219)(125176,126058)(100000,150000)	JASDQU010437300.1	125000	880	-0.019231
(358,1359)(51523,82943)(50000,100000)	JASDQU010437312.1	75000	1003	0.221634
(1285,1582)(89939,90251)(50000,100000)	JASDQU010437368.1	75000	299	0.137158
(1583,1882)(124203,124645)(100000,150000)	JASDQU010437368.1	125000	301	0.083175
(843,1004)(72221,78354)(50000,100000)	JASDQU010437451.1	75000	163	0.085371
(711,902)(69837,70053)(50000,100000)	JASDQU010437472.1	75000	193	0.063552
(50,133)(78119,78205)(50000,100000)	JASDQU010437614.1	75000	85	0.021053
(3307,3644)(90216,90554)(50000,100000)	JASDQU010437632.1	75000	339	0.024966
(571,1361)(52100,63455)(50000,100000)	JASDQU010437682.1	75000	792	0.286350
(420,1590)(50000,53408)(50000,100000)	JASDQU010437735.1	75000	1172	0.280722
(2156,2163)(58408,58416)(50000,100000)	JASDQU010437882.1	75000	9	0.058777
(76,379)(195975,196373)(150000,200000)	JASDQU010438014.1	175000	305	0.594300
(611,1626)(64442,74019)(50000,100000)	JASDQU010438047.1	75000	1017	0.112934
(308,2245)(115412,117394)(100000,150000)	JASDQU010438050.1	125000	1939	0.365494
(182,225)(53547,53629)(50000,100000)	JASDQU010438071.1	75000	45	0.040497
(750,1427)(76200,76879)(50000,100000)	JASDQU010438080.1	75000	679	0.130393
(1428,1936)(150326,197533)(150000,200000)	JASDQU010438080.1	175000	510	0.426534
(1937,3157)(207966,210350)(200000,250000)	JASDQU010438080.1	225000	1222	0.378184
(394,2644)(75444,77738)(50000,100000)	JASDQU010438145.1	75000	2252	0.276248
(943,952)(74322,74337)(50000,100000)	JASDQU010438165.1	75000	11	0.038428
(183,1838)(52487,68035)(50000,100000)	JASDQU010438253.1	75000	1657	0.059621
(142,360)(114746,125925)(100000,150000)	JASDQU010438333.1	125000	220	0.024768
(122,2535)(164799,169530)(150000,200000)	JASDQU010438381.1	175000	2415	0.119335
(2237,2407)(125238,125413)(100000,150000)	JASDQU010438382.1	125000	172	0.118094
(151,239)(116776,116874)(100000,150000)	JASDQU010438398.1	125000	90	0.019854
(656,1318)(64662,91315)(50000,100000)	JASDQU010438399.1	75000	664	0.028482
(1319,2378)(116030,117392)(100000,150000)	JASDQU010438399.1	125000	1061	0.040849
(1763,2174)(50000,50412)(50000,100000)	JASDQU010438445.1	75000	413	0.117965
(951,1362)(67484,70017)(50000,100000)	JASDQU010438491.1	75000	413	0.072241
(130,2301)(90619,92809)(50000,100000)	JASDQU010438530.1	75000	2173	0.549896
(675,1102)(58157,58586)(50000,100000)	JASDQU010438684.1	75000	429	-0.002012
(25,463)(52466,79864)(50000,100000)	JASDQU010438767.1	75000	440	0.111854
(58,423)(51616,55108)(50000,100000)	JASDQU010438779.1	75000	367	0.123050
(911,1099)(76307,76626)(50000,100000)	JASDQU010438930.1	75000	190	0.046086
(97,971)(67615,68493)(50000,100000)	JASDQU010439079.1	75000	876	0.417894
(632,852)(50000,50224)(50000,100000)	JASDQU010439086.1	75000	222	0.125110
(547,1351)(76408,79865)(50000,100000)	JASDQU010439140.1	75000	806	0.131863
(706,965)(50808,51081)(50000,100000)	JASDQU010439214.1	75000	261	0.173912
(2364,2630)(75554,90547)(50000,100000)	JASDQU010439250.1	75000	268	0.239783
(877,1310)(52810,53354)(50000,100000)	JASDQU010439267.1	75000	435	0.121768
(565,909)(51972,52526)(50000,100000)	JASDQU010439275.1	75000	346	-0.015787
(974,4239)(82255,86288)(50000,100000)	JASDQU010439287.1	75000	3267	0.019077
(1317,1574)(120412,120843)(100000,150000)	JASDQU010439291.1	125000	259	0.066006
(449,1024)(60160,78466)(50000,100000)	JASDQU010439295.1	75000	577	0.127212
(1313,2528)(52461,74323)(50000,100000)	JASDQU010439299.1	75000	1217	0.309757
